Genus,Family
Isabelia,Orchidaceae
Isachne,Poaceae
Isandra,Solanaceae
Isandrina,Leguminosae
Isanitella,Orchidaceae
Isanthera,Gesneriaceae
Isatis,Brassicaceae
Ischaemum,Poaceae
Ischnea,Compositae
Ischnochloa,Poaceae
Ischnogyne,Orchidaceae
Ischnolepis,Apocynaceae
Ischnosiphon,Marantaceae
Ischnostemma,Apocynaceae
Ischyranthera,Melastomataceae
Ischyrodon,Fabroniaceae
Iseia,Convolvulaceae
Iseilema,Poaceae
Isertia,Rubiaceae
Isexina,Capparaceae
Isgarum,Amaranthaceae
Ishibaea,Leskeaceae
Isidodendron,Trigoniaceae
Isidorea,Rubiaceae
Isidrogalvia,Tofieldiaceae
Iskandera,Brassicaceae
Islaya,Cactaceae
Ismelia,Compositae
Ismene,Amaryllidaceae
Isnardia,Onagraceae
Isoberlinia,Leguminosae
Isocarpha,Compositae
Isocaulon,Loranthaceae
Isochilus,Orchidaceae
Isochoriste,Acanthaceae
Isocladiella,Plagiotheciaceae
Isocladiellopsis,Sematophyllaceae
Isocoma,Compositae
Isodendrion,Violaceae
Isodictyophorus,Lamiaceae
Isodon,Lamiaceae
Isodrepanium,Neckeraceae
Isoetella,Isoëtaceae
Isoetes,Isoëtaceae
Isoetopsis,Compositae
Isoglossa,Acanthaceae
Isolatocereus,Cactaceae
Isolembidium,Lepidoziaceae
Isolepis,Cyperaceae
Isoleucas,Lamiaceae
Isoloba,Lentibulariaceae
Isoloma,Gesneriaceae
Isoloma,Lindsaeaceae
Isolona,Annonaceae
Isomacrolobium,Leguminosae
Isomeria,Compositae
Isomeris,Capparaceae
Isomerocarpa,Atherospermataceae
Isometrum,Gesneriaceae
Isonandra,Sapotaceae
Isonema,Apocynaceae
Isopaches,Anastrophyllaceae
Isopetalum,Geraniaceae
Isophyllaria,Pseudolepicoleaceae
Isophysis,Iridaceae
Isoplexis,Plantaginaceae
Isopogon,Proteaceae
Isoptera,Dipterocarpaceae
Isopterygiopsis,Plagiotheciaceae
Isopterygium,Hypnaceae
Isopyrum,Ranunculaceae
Isorium,Boraginaceae
Isostigma,Compositae
Isostylis,Proteaceae
Isotachis,Balantiopsaceae
Isotheca,Acanthaceae
Isotheciadelphus,Lembophyllaceae
Isotheciopsis,Hypnaceae
Isothecium,Brachytheciaceae
Isotoma,Campanulaceae
Isotria,Orchidaceae
Isotropis,Leguminosae
Isotypus,Compositae
Isouratea,Ochnaceae
Itasina,Apiaceae
Itatiaia,Melastomataceae
Itatiella,Polytrichaceae
Itaya,Arecaceae
Itea,Iteaceae
Iteadaphne,Lauraceae
Iteria,Compositae
Ithycaulon,Saccolomataceae
Iticania,Loranthaceae
Itoa,Salicaceae
Ituterion,Vitaceae
Itzaea,Convolvulaceae
Iva,Compositae
Ivania,Brassicaceae
Ivanjohnstonia,Boraginaceae
Ivesia,Rosaceae
Ivodea,Rutaceae
Iwatsukia,Cephaloziaceae
Iwatsukiella,Leskeaceae
Ixanthus,Gentianaceae
Ixauchenus,Compositae
Ixerba,Strasburgeriaceae
Ixeridium,Compositae
Ixeris,Compositae
Ixia,Iridaceae
Ixianthes,Stilbaceae
Ixidium,Santalaceae
Ixiochlamys,Compositae
Ixiolaena,Compositae
Ixiolirion,Ixioliriaceae
Ixoca,Caryophyllaceae
Ixocactus,Loranthaceae
Ixodia,Compositae
Ixodonerium,Apocynaceae
Ixonanthes,Ixonanthaceae
Ixophorus,Poaceae
Ixora,Rubiaceae
Ixorhea,Boraginaceae
Ixtlania,Acanthaceae
Ixyophora,Orchidaceae
Ixyoungia,Compositae
Izozogia,Zygophyllaceae
Jablonskia,Phyllanthaceae
Jaborosa,Solanaceae
Jacaranda,Bignoniaceae
Jacaratia,Caricaceae
Jacea,Compositae
Jaceacosta,Compositae
Jaceitrapa,Compositae
Jackiella,Jackiellaceae
Jackiopsis,Rubiaceae
Jacksonago,Leguminosae
Jacksonia,Leguminosae
Jacmaia,Compositae
Jacobaea,Compositae
Jacobaeastrum,Compositae
Jacobanthus,Compositae
Jacobinia,Acanthaceae
Jacobsenia,Aizoaceae
Jacosta,Compositae
Jacquemontia,Convolvulaceae
Jacqueshuberia,Leguminosae
Jacquinia,Primulaceae
Jacquiniella,Orchidaceae
Jadunia,Acanthaceae
Jaegeria,Compositae
Jaegerina,Pterobryaceae
Jaegerinopsis,Pterobryaceae
Jaeggia,Passifloraceae
Jaeschkea,Gentianaceae
Jaffueliobryum,Grimmiaceae
Jagera,Sapindaceae
Jahnia,Staphyleaceae
Jaimehintonia,Asparagaceae
Jalambica,Compositae
Jalcophila,Compositae
Jaliscoa,Compositae
Jaltomata,Solanaceae
Jambosa,Myrtaceae
Jamesbrittenia,Scrophulariaceae
Jamesia,Hydrangeaceae
Jamesianthus,Compositae
Jamesonia,Pteridaceae
Jamesoniella,Jungermanniaceae
Janasia,Acanthaceae
Jancaea,Gesneriaceae
Janipha,Euphorbiaceae
Jankaea,Gesneriaceae
Jankaeberlea,Gesneriaceae
Jankaemonda,Gesneriaceae
Jankaendron,Gesneriaceae
Jankaessandra,Gesneriaceae
Janotia,Rubiaceae
Jansenella,Poaceae
Jansonia,Leguminosae
Janusia,Malpighiaceae
Japanobotrychium,Ophioglossaceae
Japanobotrychum,Ophioglossaceae
Japonolirion,Petrosaviaceae
Jaracatia,Passifloraceae
Jaramilloa,Compositae
Jarandersonia,Malvaceae
Jarilla,Caricaceae
Jarrilla,Caricaceae
Jasarum,Araceae
Jasione,Campanulaceae
Jasminanthes,Apocynaceae
Jasminocereus,Cactaceae
Jasminum,Oleaceae
Jasonia,Compositae
Jateorhiza,Menispermaceae
Jatropha,Euphorbiaceae
Jaubertia,Rubiaceae
Jaumea,Compositae
Jaundea,Connaraceae
Jedda,Thymelaeaceae
Jefea,Compositae
Jeffersonia,Berberidaceae
Jeffreya,Compositae
Jehlia,Onagraceae
Jeilium,Amaranthaceae
Jejewoodia,Orchidaceae
Jejosephia,Orchidaceae
Jenkinsia,Dryopteridaceae
Jenkinsonia,Geraniaceae
Jenmaniella,Podostemaceae
Jensenia,Pallaviciniaceae
Jensenobotrya,Aizoaceae
Jensia,Compositae
Jepsonia,Saxifragaceae
Jerdonia,Gesneriaceae
Jessea,Compositae
Jessenia,Arecaceae
Jimensia,Orchidaceae
Joannea,Compositae
Joannesia,Compositae
Joannesia,Euphorbiaceae
Jobalboa,Icacinaceae
Jobaphes,Compositae
Jobinia,Apocynaceae
Jodanthus,Brassicaceae
Jodina,Santalaceae
Jodrellia,Xanthorrhoeaceae
Johanneshowellia,Polygonaceae
Johannesteijsmannia,Arecaceae
Johannia,Compositae
Johnia,Celastraceae
Johnsonia,Xanthorrhoeaceae
Johnstonalia,Rhamnaceae
Johrenia,Apiaceae
Johreniopsis,Apiaceae
Joinvillea,Joinvilleaceae
Jollydora,Connaraceae
Jondraba,Brassicaceae
Jonesia,Funariaceae
Jonesia,Leguminosae
Jonesiobryum,Rhachitheciaceae
Jonidiopsis,Violaceae
Jonopsidium,Brassicaceae
Jonthlaspi,Brassicaceae
Joosia,Rubiaceae
Jordaaniella,Aizoaceae
Jordania,Caryophyllaceae
Joseanthus,Compositae
Josephia,Orchidaceae
Josephinia,Pedaliaceae
Jossinia,Myrtaceae
Jouvea,Poaceae
Jovellana,Calceolariaceae
Jovetastella,Lejeuneaceae
Jovetia,Rubiaceae
Jovibarba,Crassulaceae
Jozoste,Lauraceae
Juania,Arecaceae
Juanulloa,Solanaceae
Jubaea,Arecaceae
Jubaeopsis,Arecaceae
Jubautia,Arecaceae
Jubelina,Malpighiaceae
Jububa,Rhamnaceae
Jubula,Jubulaceae
Jubulopsis,Jubulopsaceae
Juchia,Cucurbitaceae
Jucunda,Melastomataceae
Juglans,Juglandaceae
Julbernardia,Leguminosae
Juliania,Anacardiaceae
Julocroton,Euphorbiaceae
Julostylis,Malvaceae
Jumellea,Orchidaceae
Jumelleanthus,Malvaceae
Juncellus,Cyperaceae
Juncodes,Juncaceae
Juncoides,Juncaceae
Juncus,Juncaceae
Junellia,Verbenaceae
Jungermannia,Jungermanniaceae
Jungermannites,Jungermanniaceae
Jungia,Compositae
Juniperus,Cupressaceae
Juno,Iridaceae
Juratzkaea,Stereophyllaceae
Juratzkaeella,Myriniaceae
Jurgensia,Rubiaceae
Jurinea,Compositae
Jurinella,Compositae
Juruasia,Acanthaceae
Jussiaea,Onagraceae
Justago,Cleomaceae
Justicia,Acanthaceae
Juttadinteria,Aizoaceae
Juzepczukia,Rosaceae
Kablikia,Primulaceae
Kabulia,Caryophyllaceae
Kabulianthe,Caryophyllaceae
Kabuyea,Tecophilaeaceae
Kadalia,Melastomataceae
Kadenia,Apiaceae
Kadenicarpus,Cactaceae
Kadsura,Schisandraceae
Kadua,Rubiaceae
Kadula,Convolvulaceae
Kadurias,Convolvulaceae
Kaempferia,Zingiberaceae
Kafirnigania,Apiaceae
Kageneckia,Rosaceae
Kailarsenia,Rubiaceae
Kailashia,Apiaceae
Kairoa,Monimiaceae
Kairothamnus,Picrodendraceae
Kaisupeea,Gesneriaceae
Kajewskiella,Rubiaceae
Kalaharia,Lamiaceae
Kalakia,Apiaceae
Kalanchoe,Crassulaceae
Kalappia,Leguminosae
Kalbfussia,Compositae
Kalbreyeriella,Acanthaceae
Kaleniczenkia,Leguminosae
Kalidium,Amaranthaceae
Kalimantanorchis,Orchidaceae
Kalimares,Compositae
Kalimeris,Compositae
Kaliphora,Cornaceae
Kallias,Compositae
Kallstroemia,Zygophyllaceae
Kalmia,Ericaceae
Kalmiella,Ericaceae
Kalmiopsis,Ericaceae
Kalmiothamnus,Ericaceae
Kalonymus,Celastraceae
Kalopanax,Araliaceae
Kalosanthes,Crassulaceae
Kambala,Lythraceae
Kamelinia,Apiaceae
Kamettia,Apocynaceae
Kamiella,Leguminosae
Kampmannia,Poaceae
Kampochloa,Poaceae
Kanahia,Apocynaceae
Kanakomyrtus,Myrtaceae
Kanaloa,Leguminosae
Kandaharia,Apiaceae
Kandelia,Rhizophoraceae
Kania,Myrtaceae
Kanilia,Rhizophoraceae
Kanimia,Compositae
Kanjarum,Acanthaceae
Kantemon,Caprifoliaceae
Kantius,Calypogeiaceae
Kaokochloa,Poaceae
Karatas,Bromeliaceae
Karatavia,Apiaceae
Kardomia,Myrtaceae
Karekandelia,Rhizophoraceae
Karelinia,Compositae
Karina,Gentianaceae
Karinia,Cyperaceae
Karivia,Cucurbitaceae
Karnataka,Apiaceae
Karomia,Lamiaceae
Karvandarina,Compositae
Karwinskia,Rhamnaceae
Kasailo,Apocynaceae
Kaschgaria,Compositae
Kashmiria,Plantaginaceae
Katapsuxis,Apiaceae
Kaufmannia,Primulaceae
Kaulfussia,Compositae
Kaulfussia,Marattiaceae
Kaulinia,Polypodiaceae
Kaunia,Compositae
Kavalama,Malvaceae
Kayea,Calophyllaceae
Kearnemalvastrum,Malvaceae
Keayodendron,Phyllanthaceae
Kebirita,Leguminosae
Keckiella,Plantaginaceae
Kedarnatha,Apiaceae
Kedhalia,Zingiberaceae
Kedrastis,Cucurbitaceae
Kedrostis,Cucurbitaceae
Keenania,Rubiaceae
Keerlia,Compositae
Keetia,Rubiaceae
Kefersteinia,Orchidaceae
Kegelia,Orchidaceae
Kegeliella,Orchidaceae
Keithia,Lamiaceae
Kelissa,Iridaceae
Kelita,Amaranthaceae
Kelleria,Thymelaeaceae
Kelleronia,Zygophyllaceae
Kelloggia,Rubiaceae
Kelseya,Rosaceae
Kelussia,Apiaceae
Kemulariella,Compositae
Kendrickia,Melastomataceae
Kengia,Poaceae
Kengyilia,Poaceae
Kennedia,Leguminosae
Kennedya,Leguminosae
Kennedynella,Leguminosae
Kenopleurum,Apiaceae
Kensitia,Aizoaceae
Kentia,Arecaceae
Kentiopsis,Arecaceae
Kentranthus,Caprifoliaceae
Kentrophyllum,Compositae
Kentrosphaera,Amaranthaceae
Kentrothamnus,Rhamnaceae
Keracia,Apiaceae
Keramanthus,Passifloraceae
Keramocarpus,Apiaceae
Keraudrenia,Malvaceae
Keraymonia,Apiaceae
Kerbera,Apocynaceae
Kerianthera,Rubiaceae
Keringa,Compositae
Kermadecia,Proteaceae
Kernera,Brassicaceae
Kerneria,Compositae
Kerria,Rosaceae
Kerriochloa,Poaceae
Kerriodoxa,Arecaceae
Kerriothyrsus,Melastomataceae
Kerstingiella,Leguminosae
Keteleeria,Pinaceae
Kethosia,Convolvulaceae
Keyserlingia,Leguminosae
Keysseria,Compositae
Khadia,Aizoaceae
Khaosokia,Cyperaceae
Khasiaclunea,Rubiaceae
Khasianthus,Compositae
Khaya,Meliaceae
Khmeriosicyos,Cucurbitaceae
Kiaeria,Dicranaceae
Kiapasia,Leguminosae
Kibara,Monimiaceae
Kibaropsis,Monimiaceae
Kibatalia,Apocynaceae
Kibessia,Melastomataceae
Kickxia,Plantaginaceae
Kielmeyera,Calophyllaceae
Kiesera,Leguminosae
Kigelia,Bignoniaceae
Kiggelaria,Achariaceae
Kihansia,Triuridaceae
Kikuyuochloa,Poaceae
Kiliana,Compositae
Killickia,Lamiaceae
Killipia,Melastomataceae
Killipiodendron,Pentaphylacaceae
Kinabaluchloa,Poaceae
Kindbergia,Brachytheciaceae
Kingdonia,Circaeasteraceae
Kingella,Loranthaceae
Kinghamia,Compositae
Kingia,Dasypogonaceae
Kingianthus,Compositae
Kingidium,Orchidaceae
Kinginda,Annonaceae
Kingiobryum,Dicranaceae
Kingiodendron,Leguminosae
Kingiolejeunea,Lejeuneaceae
Kinia,Liliaceae
Kinostemon,Lamiaceae
Kionophyton,Orchidaceae
Kippistia,Compositae
Kirchnera,Leguminosae
Kirengeshoma,Hydrangeaceae
Kirilowia,Amaranthaceae
Kirkbridea,Melastomataceae
Kirkia,Kirkiaceae
Kissenia,Loasaceae
Kitagawia,Apiaceae
Kitaibelia,Malvaceae
Kjellbergiodendron,Myrtaceae
Klackenbergia,Gentianaceae
Klaineanthus,Euphorbiaceae
Klaineastrum,Melastomataceae
Klainedoxa,Irvingiaceae
Klaprothia,Loasaceae
Klarobelia,Annonaceae
Klasea,Compositae
Klaseopsis,Compositae
Klattia,Iridaceae
Kleinhovia,Malvaceae
Kleinia,Compositae
Kleioweisiopsis,Orthotrichaceae
Klenzea,Compositae
Klopstockia,Arecaceae
Klossia,Rubiaceae
Klotzschia,Apiaceae
Klugia,Gesneriaceae
Klugiodendron,Leguminosae
Knautia,Caprifoliaceae
Kneiffia,Onagraceae
Knema,Myristicaceae
Knightia,Proteaceae
Kniphofia,Xanthorrhoeaceae
Knorringia,Polygonaceae
Knowltonia,Ranunculaceae
Knoxia,Rubiaceae
Koanophyllon,Compositae
Kobresia,Cyperaceae
Kochia,Amaranthaceae
Kochummenia,Rubiaceae
Kodalyodendron,Rutaceae
Koeberlinia,Koeberliniaceae
Koechlea,Compositae
Koehlreutera,Funariaceae
Koehneola,Compositae
Koehneria,Lythraceae
Koelera,Flacourtiaceae
Koeleria,Poaceae
Koellensteinia,Orchidaceae
Koellia,Lamiaceae
Koellikeria,Gesneriaceae
Koellikohleria,Gesneriaceae
Koelpinia,Compositae
Koelreuteria,Sapindaceae
Koelzella,Apiaceae
Koenigia,Polygonaceae
Koernickanthe,Marantaceae
Kogelbergia,Stilbaceae
Kohautia,Rubiaceae
Kohleria,Gesneriaceae
Koilodepas,Euphorbiaceae
Kokia,Malvaceae
Kokoona,Celastraceae
Kokoschkinia,Bignoniaceae
Kolbia,Passifloraceae
Kolkwitzia,Caprifoliaceae
Kolobopetalum,Menispermaceae
Kolofonia,Convolvulaceae
Kolowratia,Zingiberaceae
Komaroffia,Ranunculaceae
Komarovia,Apiaceae
Koniga,Brassicaceae
Kontumia,Polypodiaceae
Konxikas,Leguminosae
Koompassia,Leguminosae
Koordersiodendron,Anacardiaceae
Koponenia,Amblystegiaceae
Kopononobryum,Splachnobryaceae
Kopsia,Apocynaceae
Kopsiopsis,Orobanchaceae
Kordelestris,Bignoniaceae
Kormickia,Pallaviciniaceae
Korovinia,Apiaceae
Korshinskia,Apiaceae
Korshinskya,Apiaceae
Korthalsella,Santalaceae
Korthalsia,Arecaceae
Korupodendron,Vochysiaceae
Korycarpus,Poaceae
Kosaria,Moraceae
Kosmosiphon,Acanthaceae
Kosopoljanskia,Apiaceae
Kosteletzkya,Malvaceae
Kostermansia,Malvaceae
Kostermanthus,Chrysobalanaceae
Kotschya,Leguminosae
Kovalevskiella,Compositae
Koyamacalia,Compositae
Koyamaea,Cyperaceae
Koyamasia,Compositae
Kozlovia,Apiaceae
Kraenzlinella,Orchidaceae
Krainzia,Cactaceae
Kralikia,Poaceae
Krameria,Krameriaceae
Krapfia,Ranunculaceae
Krapovickasia,Malvaceae
Krascheninikovia,Caryophyllaceae
Krascheninnikovia,Amaranthaceae
Krascheninnikowia,Caryophyllaceae
Krasnovia,Apiaceae
Krassera,Melastomataceae
Kraunhia,Leguminosae
Krausella,Sapotaceae
Krauseola,Caryophyllaceae
Kraussia,Rubiaceae
Krebsia,Apocynaceae
Kremeriella,Brassicaceae
Kreodanthus,Orchidaceae
Krigia,Compositae
Krokeria,Leguminosae
Krubera,Apiaceae
Krugiodendron,Rhamnaceae
Krukoviella,Ochnaceae
Krunodiplophyllum,Scapaniaceae
Krylovia,Compositae
Krynitzkia,Boraginaceae
Kryptostoma,Orchidaceae
Ktenospermum,Boraginaceae
Kubitzkia,Lauraceae
Kudoacanthus,Acanthaceae
Kudrjaschevia,Lamiaceae
Kuerschneria,Sematophyllaceae
Kuestera,Acanthaceae
Kuhitangia,Caryophyllaceae
Kuhlhasseltia,Orchidaceae
Kuhnia,Compositae
Kuhniastera,Leguminosae
Kuhnistera,Leguminosae
Kulinia,Restionaceae
Kumaria,Xanthorrhoeaceae
Kummerowia,Leguminosae
Kunckelia,Dipterocarpaceae
Kundmannia,Apiaceae
Kungia,Crassulaceae
Kunhardtia,Rapateaceae
Kuniria,Acanthaceae
Kuniwatsukia,Athyriaceae
Kunkeliella,Santalaceae
Kunstleria,Leguminosae
Kuntheria,Colchicaceae
Kunzea,Myrtaceae
Kunzspermum,Myrtaceae
Kupea,Triuridaceae
Kuramosciadium,Apiaceae
Kuritis,Scrophulariaceae
Kurohimehypnum,Brachytheciaceae
Kurramiana,Gentianaceae
Kurzamra,Lamiaceae
Kurzia,Lepidoziaceae
Kurzinda,Rhamnaceae
Kuschakewiczia,Boraginaceae
Kutchubaea,Rubiaceae
Kydia,Malvaceae
Kyhosia,Compositae
Kyllinga,Cyperaceae
Kyllingiella,Cyperaceae
Kymapleura,Compositae
Kymatocalyx,Cephaloziellaceae
Kymatolejeunea,Lejeuneaceae
Kyphocarpa,Amaranthaceae
Kyrstenia,Compositae
Kyrsteniopsis,Compositae
Labatia,Sapotaceae
Labichea,Leguminosae
Labisia,Primulaceae
Lablab,Leguminosae
Lablavia,Leguminosae
Labordea,Loganiaceae
Labordia,Loganiaceae
Laboucheria,Leguminosae
Labourdonnaisia,Sapotaceae
Labradia,Leguminosae
Labramia,Sapotaceae
Laburnocytisus,Leguminosae
Laburnum,Leguminosae
Lacaena,Orchidaceae
Lacandonia,Triuridaceae
Lacara,Campanulaceae
Lacaussadea,Dryopteridaceae
Laccodiscus,Sapindaceae
Laccopetalum,Ranunculaceae
Laccospadix,Arecaceae
Laccosperma,Arecaceae
Lachanodendron,Meliaceae
Lachanodes,Compositae
Lachemilla,Rosaceae
Lachenalia,Asparagaceae
Lachnaea,Thymelaeaceae
Lachnagrostis,Poaceae
Lachnanthes,Haemodoraceae
Lachnocapsa,Brassicaceae
Lachnocaulon,Eriocaulaceae
Lachnochloa,Poaceae
Lachnoloma,Brassicaceae
Lachnopetalum,Sapindaceae
Lachnophyllum,Compositae
Lachnopodium,Melastomataceae
Lachnorhiza,Compositae
Lachnospermum,Compositae
Lachnostachys,Lamiaceae
Lachnostylis,Phyllanthaceae
Lachnothalamus,Compositae
Lacinaria,Compositae
Lacis,Podostemaceae
Lacistema,Lacistemataceae
Lackeya,Leguminosae
Lacmellea,Apocynaceae
Lacostea,Hymenophyllaceae
Lacosteopsis,Hymenophyllaceae
Lactomamillara,Cactaceae
Lactoris,Lactoridaceae
Lactuca,Compositae
Lactucopsis,Compositae
Lacunaria,Ochnaceae
Lacuris,Rutaceae
Ladanium,Cistaceae
Ladeania,Leguminosae
Ladenbergia,Rubiaceae
Ladyginia,Apiaceae
Laelia,Orchidaceae
Laelichilis,Orchidaceae
Laeliocattleya,Orchidaceae
Laeliocattleya,Orchidaceae
Laennecia,Compositae
Laestadia,Compositae
Laetia,Salicaceae
Laetji,Sapindaceae
Lafoensia,Lythraceae
Lafuentea,Plantaginaceae
Lagarinthus,Apocynaceae
Lagarosiphon,Hydrocharitaceae
Lagarosolen,Gesneriaceae
Lagarostrobos,Podocarpaceae
Lagascea,Compositae
Lagenandra,Araceae
Lagenantha,Amaranthaceae
Lagenanthus,Gentianaceae
Lagenaria,Cucurbitaceae
Lagenias,Gentianaceae
Lagenocarpus,Cyperaceae
Lagenocypsela,Compositae
Lagenopappus,Compositae
Lagenophora,Compositae
Lagenosocereus,Cactaceae
Lagerstroemia,Lythraceae
Lagetta,Thymelaeaceae
Laggera,Compositae
Lagochilium,Acanthaceae
Lagochilus,Lamiaceae
Lagoecia,Apiaceae
Lagonychium,Leguminosae
Lagophylla,Compositae
Lagopsis,Lamiaceae
Lagoseriopsis,Compositae
Lagoseris,Compositae
Lagothamnus,Compositae
Lagotis,Plantaginaceae
Lagrezia,Amaranthaceae
Laguna,Malvaceae
Lagunaria,Malvaceae
Laguncularia,Combretaceae
Lagurostemon,Compositae
Lagurus,Poaceae
Lahaya,Caryophyllaceae
Lahia,Malvaceae
Lalage,Leguminosae
Lalda,Compositae
Lalldhwojia,Apiaceae
Lallemantia,Lamiaceae
Lamanonia,Cunoniaceae
Lamarchea,Myrtaceae
Lamarckia,Poaceae
Lamarkea,Myrtaceae
Lamarkia,Poaceae
Lambertia,Proteaceae
Lamellisepalum,Rhamnaceae
Lamellocolea,Geocalycaceae
Lamiodendron,Bignoniaceae
Lamiofrutex,Meliaceae
Lamium,Lamiaceae
Lamourouxia,Orobanchaceae
Lampadaria,Gesneriaceae
Lampas,Loranthaceae
Lampayo,Verbenaceae
Lamprachaenium,Compositae
Lampranthus,Aizoaceae
Lamprocapnos,Papaveraceae
Lamprocephalus,Compositae
Lamprolobium,Leguminosae
Lampropappus,Compositae
Lamprophyllum,Bryaceae
Lamprophyllum,Hookeriaceae
Lamprospermum,Sapindaceae
Lamprothamnus,Rubiaceae
Lamprothyrsus,Poaceae
Lamprotis,Ericaceae
Lampsana,Compositae
Lamyra,Compositae
Lamyropappus,Compositae
Lamyropsis,Compositae
Lanaria,Lanariaceae
Lancea,Phrymaceae
Lancisia,Compositae
Landiopsis,Rubiaceae
Landolphia,Apocynaceae
Landtia,Compositae
Langebergia,Compositae
Langia,Amaranthaceae
Langloisia,Polemoniaceae
Langsdorffia,Balanophoraceae
Langsdorfia,Solanaceae
Languas,Zingiberaceae
Lanipila,Compositae
Lanium,Orchidaceae
Lankesterella,Orchidaceae
Lankesteria,Acanthaceae
Lannea,Anacardiaceae
Lanneoma,Anacardiaceae
Lansium,Meliaceae
Lantana,Verbenaceae
Lantanopsis,Compositae
Lanthorus,Loranthaceae
Laosanthus,Zingiberaceae
Lapageria,Philesiaceae
Lapanthus,Bromeliaceae
Lapathum,Polygonaceae
Lapeirousia,Iridaceae
Laphamia,Compositae
Laphangium,Compositae
Lapidaria,Aizoaceae
Lapiedra,Asparagaceae
Lapithea,Gentianaceae
Laplacea,Theaceae
Laportea,Urticaceae
Lappa,Compositae
Lappula,Boraginaceae
Lappulla,Boraginaceae
Lapsana,Compositae
Lapsanastrum,Compositae
Lapsyoungia,Compositae
Lardizabala,Lardizabalaceae
Larentia,Iridaceae
Laretia,Apiaceae
Larix,Pinaceae
Larnalles,Commelinaceae
Larnastyra,Lamiaceae
Larnax,Solanaceae
Larochea,Crassulaceae
Larrea,Zygophyllaceae
Larryleachia,Apocynaceae
Larsenaikia,Rubiaceae
Larsenianthus,Zingiberaceae
Lasallea,Compositae
Lascadium,Euphorbiaceae
Laser,Apiaceae
Laserpitium,Apiaceae
Lasia,Araceae
Lasia,Leptodontaceae
Lasiacis,Poaceae
Lasiadenia,Thymelaeaceae
Lasiagrostis,Poaceae
Lasiandra,Melastomataceae
Lasianthaea,Compositae
Lasianthemum,Sapindaceae
Lasianthera,Stemonuraceae
Lasianthus,Rubiaceae
Lasiarrhenum,Boraginaceae
Lasimorpha,Araceae
Lasinia,Leguminosae
Lasiobema,Leguminosae
Lasiocarphus,Compositae
Lasiocarpus,Malpighiaceae
Lasiocaryum,Boraginaceae
Lasiocephalus,Compositae
Lasiocereus,Cactaceae
Lasiochlamys,Salicaceae
Lasiochloa,Poaceae
Lasiocladus,Acanthaceae
Lasiococca,Euphorbiaceae
Lasiocroton,Euphorbiaceae
Lasiodiscus,Rhamnaceae
Lasiolaena,Compositae
Lasionema,Rubiaceae
Lasiopera,Scrophulariaceae
Lasiopetalum,Malvaceae
Lasiopogon,Compositae
Lasiorrhiza,Compositae
Lasiosiphon,Thymelaeaceae
Lasiospermum,Compositae
Lasiospora,Compositae
Lasiostelma,Apocynaceae
Lasiostoma,Rubiaceae
Lasiostyles,Euphorbiaceae
Lasiurus,Poaceae
Lasjia,Proteaceae
Lass,Malvaceae
Lassa,Malvaceae
Lastarriaca,Polygonaceae
Lastarriaea,Polygonaceae
Lasthenia,Compositae
Lastila,Leguminosae
Lastrea,Dryopteridaceae
Lastreopsis,Dryopteridaceae
Latania,Arecaceae
Lateropora,Ericaceae
Lathraea,Orobanchaceae
Lathraeocarpa,Rubiaceae
Lathriogyna,Leguminosae
Lathrocasis,Polemoniaceae
Lathrophytum,Balanophoraceae
Lathyros,Leguminosae
Lathyrus,Leguminosae
Latouchea,Gentianaceae
Latreillea,Compositae
Latrienda,Convolvulaceae
Latrobea,Leguminosae
Latua,Solanaceae
Laubertia,Apocynaceae
Launaea,Compositae
Launaya,Compositae
Launea,Compositae
Laurelia,Atherospermataceae
Laureliopsis,Atherospermataceae
Laurembergia,Haloragaceae
Laurentia,Campanulaceae
Lauridia,Celastraceae
Lauro-cerasus,Rosaceae
Laurocerasus,Rosaceae
Laurophyllus,Anacardiaceae
Laurus,Lauraceae
Lautea,Argophyllaceae
Lauterbachia,Monimiaceae
Lavalleopsis,Olacaceae
Lavandula,Lamiaceae
Lavanga,Rutaceae
Lavatera,Malvaceae
Lavauxia,Onagraceae
Lavenia,Compositae
Lavigeria,Icacinaceae
Lavoisiera,Melastomataceae
Lavradia,Ochnaceae
Lavrania,Apocynaceae
Lawia,Podostemaceae
Lawiella,Podostemaceae
Lawrencella,Compositae
Lawrencia,Malvaceae
Lawsonia,Lythraceae
Laxanon,Compositae
Laxmannia,Asparagaceae
Laxmannia,Compositae
Laxopetalum,Compositae
Laxoplumeria,Apocynaceae
Layia,Compositae
Lazarolus,Rosaceae
Leachia,Compositae
Leachiella,Apocynaceae
Leandra,Melastomataceae
Leandriella,Acanthaceae
Leaoa,Orchidaceae
Leavenworthia,Brassicaceae
Lebeckia,Leguminosae
Lebetanthus,Ericaceae
Lebetina,Compositae
Lebretonia,Malvaceae
Lebronnecia,Malvaceae
Lebrunia,Calophyllaceae
Lebruniodendron,Leguminosae
Lecananthus,Rubiaceae
Lecaniodiscus,Sapindaceae
Lecanocarpus,Amaranthaceae
Lecanocnide,Urticaceae
Lecanophora,Malvaceae
Lecanopteris,Polypodiaceae
Lecanorchis,Orchidaceae
Lecanthus,Urticaceae
Lecardia,Celastraceae
Lecariocalyx,Rubiaceae
Lechea,Cistaceae
Lechenaultia,Goodeniaceae
Lecocarpus,Compositae
Lecointea,Leguminosae
